# 锚点期望快照（生成物：首次由 ci/anchor-check.sh bootstrap；改锚点须同笔重生成）
# 列：referrer<TAB>anchor<TAB>target<TAB>line<TAB>expected_prefix(60)
review.md	gen_n3v2/actions.mbt:1159	src/gen_n3v2/actions.mbt	1159	impl N3Actions for N3ActionsImpl with fn set_inversion(
src/gen_n3v2/adr.md	gen_n3v2/actions.mbt:1011	src/gen_n3v2/actions.mbt	1011	N3Effect::Sequence([
src/gen_n3v2/adr.md	gen_n3v2/actions.mbt:172	src/gen_n3v2/actions.mbt	172	ctx.state = frame.ret_state
src/gen_n3v2/adr.md	gen_n3v2/actions.mbt:200	src/gen_n3v2/actions.mbt	200	frame.ret_state = N3BnpIdAfterClose
src/gen_n3v2/adr.md	gen_n3v2/actions.mbt:172	src/gen_n3v2/actions.mbt	172	ctx.state = frame.ret_state
src/gen_n3v2/adr.md	gen_n3v2/actions.mbt:172	src/gen_n3v2/actions.mbt	172	ctx.state = frame.ret_state
src/gen_n3v2/adr.md	:200	src/gen_n3v2/actions.mbt	200	frame.ret_state = N3BnpIdAfterClose
src/gen_n3v2/adr.md	:560	src/gen_n3v2/actions.mbt	560	ctx.state = N3ExpectDotOrGraph
src/gen_n3v2/adr.md	:750	src/gen_n3v2/actions.mbt	750	ctx.state = N3ExpectDotOrGraph
src/gen_n3v2/adr.md	:1007	src/gen_n3v2/actions.mbt	1007	frame.ret_state = ret_state
src/gen_n3v2/adr.md	gen_nquads/parser_slice.mbt:8	src/gen_nquads/parser_slice.mbt	8	rdf12 : Bool // 语法版本：true=RDF 1.2（langdir 等），false=1.1 严格契约
src/gen_n3v2/ctx.md	n3.mbt:299	src/gen_n3v2/n3.mbt	299	/// 每个方法：(ctx, 事件载荷) → 副作用意图或错误（ctx 为原地写，state 由 step 管理）
src/gen_n3v2/ctx.md	n3.mbt:2069	src/gen_n3v2/n3.mbt	2069	priv trait N3EffectHandler {
src/gen_n3v2/ctx.md	n3.mbt:2153	src/gen_n3v2/n3.mbt	2153	impl N3EffectHandler with fn interpret(self, ctx, effect) {
src/gen_n3v2/ctx.md	n3.mbt:2100	src/gen_n3v2/n3.mbt	2100	/// handle_reset 模板默认：无操作（观测位）
src/gen_n3v2/ctx.md	gen_n3v2/engine.mbt:577	src/gen_n3v2/engine.mbt	577	/// 帧携带返回状态），经 on_* 注入位进 interpret；其余成员全用套装默认
src/gen_n3v2/ctx.md	gen_n3v2/engine.mbt:517	src/gen_n3v2/engine.mbt	517	/// 组清·路径账（役28 R-13）：路径三槽一组回收（src/tail/pend）。方向位
src/gen_n3v2/ctx.md	n3.mbt:2108	src/gen_n3v2/n3.mbt	2108	Ok(())
src/gen_n3v2/ctx.md	n3.mbt:216	src/gen_n3v2/n3.mbt	216	fn N3Context::reset(self : N3Context, scope : ResetScope) ->
src/gen_n3v2/ctx.md	n3.mbt:282	src/gen_n3v2/n3.mbt	282	priv trait N3Supervisor {
src/gen_n3v2/ctx.md	gen_n3v2/engine.mbt:350	src/gen_n3v2/engine.mbt	350	impl[L : LexerSource] N3Supervisor for N3Engine[L] with fn b
src/gen_n3v2/ctx.md	:366	src/gen_n3v2/engine.mbt	366	impl[L : LexerSource] N3Supervisor for N3Engine[L] with fn r
src/gen_n3v2/ctx.md	gen_n3v2/engine.mbt:388	src/gen_n3v2/engine.mbt	388	fn N3Context::recover_cleanup_half(self : N3Context) -> Unit
src/gen_n3v2/ctx.md	gen_n3v2/engine.mbt:388	src/gen_n3v2/engine.mbt	388	fn N3Context::recover_cleanup_half(self : N3Context) -> Unit
src/gen_n3v2/ctx.md	gen_n3v2/engine.mbt:336	src/gen_n3v2/engine.mbt	336	fn N3Context::under_formula(self : N3Context) -> Bool {
src/gen_n3v2/ctx.md	gen_n3v2/engine.mbt:192	src/gen_n3v2/engine.mbt	192	fn[L : LexerSource] N3Engine::normalize_term_span(
src/gen_n3v2/ctx.md	gen_n3v2/engine.mbt:423	src/gen_n3v2/engine.mbt	423	for ;; {
src/gen_n3v2/ctx.md	gen_n3v2/actions.mbt:172	src/gen_n3v2/actions.mbt	172	ctx.state = frame.ret_state
src/gen_n3v2/ctx.md	n3.mbt:2069	src/gen_n3v2/n3.mbt	2069	priv trait N3EffectHandler {
